owner,dest,next_hop,hop_count,seq_num,age_s
0,0,0,0,0,120.0
0,3,3,1,20,4.0
0,5,11,2,20,2.0
0,8,8,1,20,2.0
0,9,11,3,20,2.0
0,10,3,2,20,2.0
0,11,11,1,20,2.0
0,13,13,1,20,2.0
0,16,16,1,22,2.0
