dest,next_hop,hop_count,seq_num,last_update
0,15,3,0,119.000
1,15,2,0,119.000
2,2,0,0,0.000
3,15,5,0,119.000
4,15,5,0,119.000
5,15,5,0,119.000
6,15,8,0,119.000
7,15,4,0,119.000
9,15,2,0,119.000
10,15,4,0,119.000
11,15,3,0,119.000
12,15,4,0,119.000
13,15,7,0,119.000
14,15,6,0,119.000
15,15,1,0,117.000
16,15,2,0,119.000
17,15,5,0,119.000
18,15,2,0,119.000
