node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,53,93,21,1,2
1,leaf,59,68,20,149,2
2,backbone,87,195,21,0,3
3,backbone,41,278,21,0,7
4,leaf,41,159,21,0,4
5,leaf,37,195,20,0,5
6,backbone,41,318,20,0,8
7,leaf,39,193,20,0,5
8,leaf,36,119,20,0,3
9,leaf,95,181,21,123,3
10,leaf,34,70,20,0,2
11,backbone,41,153,20,23,4
12,leaf,40,193,20,0,5
13,leaf,40,200,20,0,5
14,backbone,40,202,21,0,5
15,leaf,91,222,20,131,4
16,leaf,20,39,20,0,1
17,leaf,38,194,20,0,5
18,backbone,115,269,18,1,5
19,backbone,40,162,20,0,4
20,backbone,53,105,21,2,2
21,leaf,43,116,20,37,3
22,leaf,41,161,21,0,4
23,leaf,40,196,20,0,5
24,backbone,73,225,21,4,5
25,leaf,33,71,20,0,2
26,leaf,40,279,20,0,7
27,leaf,40,282,20,0,7
28,leaf,41,116,21,0,3
29,leaf,53,129,20,24,3
30,leaf,36,78,20,0,2
31,leaf,52,115,20,113,3
32,leaf,144,196,8,0,0
33,leaf,34,39,21,0,1
34,leaf,40,121,20,0,3
35,leaf,38,119,21,0,3
36,leaf,41,76,21,0,2
37,leaf,39,115,21,12,3
38,backbone,40,201,20,0,5
39,leaf,38,162,20,0,4
40,backbone,52,245,20,0,6
41,leaf,37,79,21,0,2
42,backbone,40,235,20,1,6
43,leaf,39,200,20,0,5
44,backbone,40,239,20,0,6
45,backbone,40,156,20,0,4
46,leaf,39,74,21,0,2
47,leaf,41,121,21,0,3
48,leaf,40,160,20,0,4
49,leaf,37,106,20,0,3
