t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,2,0,0,0,0,0
6.0,0.0,0.0,0.0,23,3,7,0,0,0
7.0,0.0,0.0,0.0,37,11,98,0,0,0
8.0,0.0,0.0,0.0,60,22,173,0,0,0
9.0,0.0,0.0,0.0,76,41,294,0,0,0
10.0,0.0,0.0,0.0,84,50,446,0,0,0
11.0,0.0,0.0,0.0,92,62,538,0,0,0
12.0,0.0,0.0,0.0,100,77,697,0,0,0
13.0,0.0,0.0,0.0,100,77,819,0,0,0
14.0,0.0,0.0,0.0,100,77,819,0,0,0
15.0,0.0,0.0,0.0,100,77,819,0,0,0
16.0,0.0,0.0,0.0,100,77,819,0,0,0
17.0,0.0,0.0,0.0,100,77,819,0,0,0
18.0,0.0,0.0,0.0,101,79,819,0,0,0
19.0,0.0,0.0,0.0,109,80,820,0,0,0
20.0,0.0,0.0,0.0,118,92,821,0,0,0
21.0,0.0,0.0,0.0,128,100,924,0,0,0
22.0,0.0,0.0,0.0,141,107,1000,0,0,0
23.0,0.0,0.0,0.0,163,121,1035,0,0,0
24.0,0.0,0.0,0.0,176,138,1227,0,0,0
25.0,0.0,0.0,0.0,185,152,1403,0,0,0
26.0,0.0,0.0,0.0,193,162,1568,0,0,0
27.0,0.0,0.0,0.0,195,169,1634,0,0,0
28.0,0.0,0.0,0.0,200,175,1706,0,0,0
29.0,0.0,0.0,0.0,200,177,1782,0,0,0
30.0,0.0,0.0,0.0,200,177,1818,0,0,0
31.0,0.0,0.0,0.0,200,179,1818,0,0,0
32.0,0.0,0.0,0.0,203,179,1818,0,0,0
33.0,0.0,0.0,0.0,207,181,1818,0,0,0
34.0,0.0,0.0,0.0,216,187,1818,0,0,0
35.0,0.0,0.0,0.0,223,193,1891,0,0,0
36.0,0.0,0.0,0.0,234,198,1927,0,0,0
37.0,0.0,0.0,0.0,252,210,1984,0,0,0
38.0,0.0,0.0,0.0,269,229,2200,0,0,0
39.0,0.0,0.0,0.0,280,240,2445,0,0,0
40.0,0.0,0.0,0.0,289,245,2507,0,0,0
41.0,0.0,0.0,0.0,292,259,2576,0,0,0
42.0,0.0,0.0,0.0,298,263,2762,0,0,0
43.0,0.0,0.0,0.0,299,270,2814,0,0,0
44.0,0.0,0.0,0.0,299,273,2860,0,0,0
45.0,0.0,0.0,0.0,300,277,2963,0,0,0
46.0,0.0,0.0,0.0,305,279,3006,4,0,0
47.0,12.5,0.0,1.0,308,281,3006,8,1,0
48.0,8.333333,2.0,1.0,313,283,3006,12,1,0
49.0,66.666667,2.0,2.0,321,288,3016,12,8,0
50.0,68.75,2.0,2.181818,331,292,3088,16,11,3
51.0,70.0,2.8,2.071429,345,306,3159,20,14,5
52.0,58.333333,3.636364,2.071429,362,317,3414,24,14,6
53.0,76.0,4.0,2.105263,370,326,3517,25,19,6
54.0,82.142857,4.0,2.130435,383,339,3609,28,23,8
55.0,81.25,3.888889,2.153846,389,346,3710,32,26,10
56.0,75.0,4.0,2.111111,397,357,3781,36,27,12
57.0,84.210526,4.08,2.125,398,364,3851,38,32,12
58.0,85.365854,4.142857,2.114286,399,371,4117,41,35,14
59.0,84.444444,4.064516,2.131579,400,374,4199,45,38,15
60.0,81.632653,4.114286,2.125,402,377,4235,49,40,17
61.0,88.235294,4.108108,2.133333,404,379,4342,51,45,18
62.0,88.888889,4.15,2.125,408,381,4347,54,48,20
63.0,87.931034,4.136364,2.137255,415,386,4347,58,51,21
64.0,85.483871,4.166667,2.132075,427,392,4457,62,53,23
65.0,90.625,4.16,2.137931,439,401,4500,64,58,24
66.0,91.044776,4.188679,2.131148,449,411,4627,67,61,26
67.0,90.140845,4.175439,2.140625,461,419,4706,71,64,27
68.0,88.0,4.196721,2.136364,476,427,4844,75,66,29
69.0,92.207792,4.190476,2.140845,484,437,4978,77,71,30
70.0,92.5,4.212121,2.135135,492,447,5081,80,74,32
71.0,91.666667,4.2,2.142857,496,455,5182,84,77,33
72.0,89.772727,4.216216,2.139241,498,465,5250,88,79,35
73.0,93.333333,4.210526,2.142857,499,470,5419,90,84,36
74.0,93.548387,4.227848,2.137931,500,473,5537,93,87,38
75.0,92.783505,4.216867,2.144444,505,476,5537,97,90,39
76.0,91.089109,4.229885,2.141304,507,480,5602,101,92,41
77.0,94.174757,4.224719,2.14433,515,484,5664,103,97,42
78.0,94.339623,4.23913,2.14,524,494,5718,106,100,44
79.0,93.636364,4.229167,2.145631,536,499,5788,110,103,45
80.0,92.105263,4.24,2.142857,542,503,5860,114,105,47
81.0,94.827586,4.235294,2.145455,559,512,5860,116,110,48
82.0,94.957983,4.247619,2.141593,568,518,6000,119,113,50
83.0,94.308943,4.238532,2.146552,573,527,6132,123,116,51
84.0,92.913386,4.247788,2.144068,586,536,6227,127,118,53
85.0,95.348837,4.243478,2.146341,591,552,6319,129,123,54
