dest,next_hop,hop_count,seq_num,last_update
0,0,1,0,195.000
1,0,5,0,179.000
8,0,4,0,179.000
9,9,0,0,0.000
10,0,4,0,179.000
14,0,3,0,179.000
15,0,2,0,179.000
17,0,3,0,179.000
19,0,6,0,179.000
20,0,4,0,179.000
23,0,2,0,179.000
28,0,3,0,179.000
29,0,4,0,179.000
31,0,5,0,179.000
32,0,6,0,179.000
36,0,3,0,179.000
45,0,5,0,179.000
