node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,leaf,144,183,21,48,2
1,leaf,24,71,20,0,3
2,backbone,30,145,21,0,6
3,leaf,21,157,20,0,6
4,leaf,139,209,7,0,0
5,leaf,20,69,20,0,2
6,leaf,57,232,21,0,5
7,leaf,23,55,21,0,2
8,leaf,24,81,20,0,3
9,leaf,142,202,9,0,0
10,backbone,24,88,20,0,3
11,leaf,131,230,13,1,0
12,leaf,20,40,20,0,1
13,backbone,40,71,20,0,2
14,backbone,38,110,20,6,4
15,leaf,89,86,20,58,1
16,backbone,117,264,14,0,3
17,leaf,47,113,20,40,3
18,backbone,40,99,20,0,3
19,leaf,22,24,20,0,1
20,backbone,32,64,20,0,2
21,backbone,35,80,20,0,2
22,backbone,29,73,20,0,2
23,backbone,134,223,18,0,5
24,leaf,123,173,20,24,1
25,backbone,40,126,20,0,4
26,backbone,92,195,20,0,5
27,leaf,21,154,20,0,6
28,backbone,35,75,21,1,2
29,leaf,32,80,21,0,3
30,leaf,21,21,21,0,1
31,backbone,25,80,20,0,3
32,leaf,21,37,20,0,1
33,backbone,38,69,21,0,2
34,leaf,22,153,21,0,6
35,leaf,20,23,20,0,1
36,backbone,35,98,20,19,3
37,backbone,39,109,20,0,3
38,leaf,22,156,21,0,5
39,backbone,101,211,21,14,3
40,backbone,26,73,21,0,3
41,leaf,110,282,20,1,6
42,leaf,29,121,20,0,4
43,backbone,34,222,20,0,9
44,backbone,35,52,21,0,2
45,leaf,37,53,22,0,2
46,backbone,40,75,21,0,2
47,leaf,22,29,20,0,1
48,backbone,45,136,21,0,3
49,leaf,69,204,20,1,5
