node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,leaf,133,225,19,1,4
1,backbone,80,197,21,3,5
2,leaf,53,118,20,0,2
3,leaf,134,223,13,0,3
4,backbone,131,224,21,6,2
5,leaf,21,28,20,0,1
6,backbone,133,224,11,0,0
7,leaf,23,27,21,0,1
8,leaf,73,156,20,0,3
9,leaf,130,231,14,0,5
10,leaf,84,129,21,6,2
11,leaf,125,205,21,46,2
12,leaf,20,40,20,0,1
13,backbone,40,65,21,0,2
14,backbone,80,173,21,0,5
15,backbone,107,196,20,0,5
16,leaf,126,243,17,0,4
17,leaf,22,66,20,1,2
18,backbone,40,45,20,0,2
19,backbone,50,117,21,2,3
20,leaf,21,30,20,0,1
21,backbone,25,80,20,0,2
22,leaf,39,63,21,4,2
23,leaf,40,143,20,3,5
24,leaf,133,225,11,0,0
25,leaf,38,54,21,4,2
26,backbone,40,61,20,0,1
27,leaf,39,52,21,0,1
28,leaf,30,50,20,0,2
29,leaf,85,98,21,6,1
