dest,next_hop,hop_count,seq_num,last_update
0,15,2,0,201.000
1,15,2,0,201.000
5,15,6,0,174.000
8,15,2,0,201.000
9,9,0,0,0.000
10,15,4,0,174.000
15,15,1,0,199.000
19,15,3,0,201.000
20,15,5,0,174.000
22,15,3,0,201.000
23,15,3,0,174.000
25,15,3,0,174.000
28,15,4,0,174.000
