dest,next_hop,hop_count,seq_num,last_update
5,21,2,38,114.0
6,21,4,30,114.0
7,21,3,34,114.0
9,21,4,30,114.0
12,21,3,34,114.0
13,21,4,30,114.0
20,21,3,36,114.0
21,21,1,44,116.0
24,21,2,40,114.0
25,25,1,44,119.0
26,21,3,36,114.0
28,21,4,30,114.0
