dest,next_hop,hop_count,seq_num,last_update
1,1,1,0,133.000
2,3,2,0,225.000
3,3,1,0,180.000
5,1,2,0,128.000
6,6,1,2,233.000
7,1,3,0,128.000
8,0,2,0,128.000
9,9,0,0,0.000
