node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,leaf,130,170,20,42,2
1,backbone,29,73,20,0,3
2,leaf,27,153,20,0,6
3,leaf,22,171,21,0,6
4,leaf,142,201,6,0,0
5,leaf,21,69,21,0,2
6,leaf,57,250,21,0,6
7,leaf,33,49,20,0,2
8,backbone,26,93,21,0,3
9,leaf,143,200,10,0,0
10,backbone,38,79,20,1,3
11,leaf,128,236,14,0,5
12,leaf,20,40,20,0,1
13,backbone,36,79,20,0,2
14,backbone,41,111,20,1,4
15,leaf,91,102,21,100,1
16,backbone,102,291,20,0,8
17,leaf,21,97,20,0,3
18,backbone,40,91,21,0,3
19,leaf,23,29,21,0,1
20,leaf,35,55,20,0,2
21,backbone,40,72,21,0,2
22,leaf,28,66,20,0,2
23,backbone,128,238,19,1,5
24,leaf,56,129,21,1,2
25,backbone,40,122,20,0,4
26,backbone,82,188,20,0,5
27,leaf,21,159,20,0,6
28,leaf,37,80,20,34,2
29,leaf,24,81,20,1,3
30,leaf,20,21,20,0,1
31,leaf,25,94,21,0,3
32,leaf,22,26,21,0,1
33,backbone,37,68,21,0,2
34,leaf,21,159,20,0,6
35,leaf,20,33,20,0,1
36,backbone,60,123,21,47,3
37,backbone,35,109,20,0,3
38,leaf,22,171,21,0,6
39,backbone,126,242,18,0,5
40,leaf,27,69,20,0,3
41,leaf,49,238,22,1,6
42,leaf,29,117,20,0,4
43,backbone,46,242,21,0,9
44,leaf,29,61,20,0,2
45,leaf,26,57,20,0,2
46,backbone,36,79,20,0,2
47,leaf,21,29,21,0,1
48,backbone,48,153,20,0,4
49,leaf,111,221,20,2,4
