dest,next_hop,hop_count,seq_num,last_update
0,0,1,0,151.000
1,1,1,0,184.000
2,2,0,0,0.000
3,0,3,0,151.000
4,0,3,0,151.000
5,0,2,0,151.000
6,6,1,0,192.000
7,0,2,0,151.000
8,6,2,0,195.000
9,9,1,0,187.000
