node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,158,163,10,27,2
1,backbone,80,70,20,39,1
2,backbone,149,184,9,9,4
3,backbone,101,304,19,0,6
4,backbone,39,134,20,0,3
5,backbone,39,151,20,0,3
6,backbone,41,322,21,0,8
7,backbone,41,149,21,0,3
8,backbone,40,122,21,0,3
9,backbone,105,90,20,76,1
10,backbone,38,80,20,0,2
11,backbone,79,150,20,37,3
12,backbone,39,151,20,0,3
13,backbone,40,202,21,0,5
14,backbone,40,159,20,0,4
15,backbone,150,181,14,29,3
16,backbone,38,39,20,0,1
17,backbone,39,151,20,0,3
18,backbone,144,196,6,2,6
19,backbone,40,160,20,0,4
20,backbone,160,157,12,21,2
21,backbone,77,127,21,35,3
22,backbone,41,159,21,0,4
23,backbone,40,201,20,0,5
24,backbone,143,199,9,10,5
25,backbone,40,79,20,0,2
26,backbone,40,282,20,0,7
27,backbone,40,214,21,0,5
28,backbone,41,115,21,0,3
29,backbone,114,140,21,26,2
30,backbone,39,79,19,0,2
31,backbone,85,113,20,26,2
32,backbone,150,182,6,0,4
33,backbone,40,39,21,0,1
34,backbone,41,121,20,0,3
35,backbone,38,118,20,0,3
36,backbone,41,80,21,0,2
37,backbone,79,109,20,38,2
38,backbone,40,201,21,0,5
39,backbone,39,134,20,0,3
40,backbone,136,216,8,0,6
41,backbone,39,79,20,0,2
42,backbone,136,218,9,0,6
43,backbone,40,202,20,0,5
44,backbone,141,204,8,0,5
45,backbone,41,161,21,0,4
46,backbone,40,81,20,0,2
47,backbone,40,81,20,0,2
48,backbone,41,161,21,0,4
49,backbone,41,117,21,0,3
