t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,0,0,0,0,0,0
6.0,0.0,0.0,0.0,2,0,0,0,0,0
7.0,0.0,0.0,0.0,3,0,7,0,0,0
8.0,0.0,0.0,0.0,5,3,11,0,0,0
9.0,0.0,0.0,0.0,7,4,19,0,0,0
10.0,0.0,0.0,0.0,9,4,23,0,0,0
11.0,0.0,0.0,0.0,9,5,30,0,0,0
12.0,0.0,0.0,0.0,10,6,30,0,0,0
13.0,0.0,0.0,0.0,10,6,34,0,0,0
14.0,0.0,0.0,0.0,10,6,34,0,0,0
15.0,0.0,0.0,0.0,10,6,34,0,0,0
16.0,0.0,0.0,0.0,10,6,34,0,0,0
17.0,0.0,0.0,0.0,10,6,34,0,0,0
18.0,0.0,0.0,0.0,10,6,34,0,0,0
19.0,0.0,0.0,0.0,10,6,34,0,0,0
20.0,0.0,0.0,0.0,11,7,34,0,0,0
21.0,0.0,0.0,0.0,12,8,43,0,0,0
22.0,0.0,0.0,0.0,13,8,55,0,0,0
23.0,0.0,0.0,0.0,15,9,55,0,0,0
24.0,0.0,0.0,0.0,17,9,62,0,0,0
25.0,0.0,0.0,0.0,19,9,62,0,0,0
26.0,0.0,0.0,0.0,19,9,63,0,0,0
27.0,0.0,0.0,0.0,19,10,63,0,0,0
28.0,0.0,0.0,0.0,20,10,68,0,0,0
29.0,0.0,0.0,0.0,20,10,68,0,0,0
30.0,0.0,0.0,0.0,20,10,68,0,0,0
31.0,0.0,0.0,0.0,20,10,68,0,0,0
32.0,0.0,0.0,0.0,20,10,68,0,0,0
33.0,0.0,0.0,0.0,20,11,68,0,0,0
34.0,0.0,0.0,0.0,20,11,72,0,0,0
35.0,0.0,0.0,0.0,22,11,72,0,0,0
36.0,0.0,0.0,0.0,24,12,72,0,0,0
37.0,0.0,0.0,0.0,25,13,76,0,0,0
38.0,0.0,0.0,0.0,26,13,76,0,0,0
39.0,0.0,0.0,0.0,27,13,76,0,0,0
40.0,0.0,0.0,0.0,28,14,76,0,0,0
41.0,0.0,0.0,0.0,29,14,77,0,0,0
42.0,0.0,0.0,0.0,29,14,77,0,0,0
43.0,0.0,0.0,0.0,30,14,77,0,0,0
44.0,0.0,0.0,0.0,30,14,77,0,0,0
45.0,0.0,0.0,0.0,30,14,77,0,0,0
46.0,0.0,0.0,0.0,30,14,77,3,0,0
47.0,42.857143,0.0,1.0,30,14,77,7,3,0
48.0,70.0,2.0,1.0,30,14,77,10,7,0
49.0,71.428571,2.0,1.0,30,14,77,14,10,0
50.0,87.5,2.0,1.0,33,15,77,16,14,0
51.0,94.117647,2.0,1.0,36,15,80,17,16,0
52.0,85.0,2.0,1.0,37,15,81,20,17,0
53.0,95.238095,2.0,1.0,38,15,82,21,20,0
54.0,87.5,2.0,1.0,38,15,82,24,21,0
55.0,96.0,2.0,1.0,38,16,82,25,24,0
56.0,89.285714,2.0,1.0,39,16,82,28,25,0
57.0,96.551724,2.0,1.0,40,16,83,29,28,0
58.0,87.878788,2.0,1.0,40,16,83,33,29,0
59.0,97.058824,2.0,1.0,40,16,83,34,33,0
60.0,89.473684,2.0,1.0,40,16,83,38,34,0
61.0,97.435897,2.0,1.0,40,16,83,39,38,0
62.0,90.697674,2.0,1.0,40,16,83,43,39,0
63.0,97.727273,2.0,1.0,41,16,83,44,43,0
64.0,91.666667,2.0,1.0,44,16,83,48,44,0
65.0,97.959184,2.0,1.0,45,17,83,49,48,0
66.0,92.45283,2.0,1.0,46,17,89,53,49,0
67.0,98.148148,2.0,1.0,48,17,89,54,53,0
68.0,93.103448,2.0,1.0,48,18,91,58,54,0
69.0,98.305085,2.0,1.0,48,18,91,59,58,0
70.0,93.650794,2.0,1.0,48,18,91,63,59,0
71.0,98.4375,2.0,1.0,48,18,91,64,63,0
72.0,94.117647,2.0,1.0,50,18,91,68,64,0
73.0,98.550725,2.0,1.0,50,18,91,69,68,0
74.0,94.520548,2.0,1.0,50,18,91,73,69,0
75.0,98.648649,2.0,1.0,50,18,91,74,73,0
76.0,94.871795,2.0,1.0,50,18,91,78,74,0
77.0,98.734177,2.0,1.0,51,18,91,79,78,0
78.0,95.180723,2.0,1.0,54,19,91,83,79,0
79.0,98.809524,2.0,1.0,55,19,95,84,83,0
80.0,95.454545,2.0,1.0,56,19,95,88,84,0
81.0,98.876404,2.0,1.0,58,20,95,89,88,0
82.0,96.73913,2.0,1.0,58,20,100,92,89,0
83.0,98.924731,2.0,1.0,58,20,100,93,92,0
84.0,96.875,2.0,1.0,58,20,100,96,93,0
85.0,98.969072,2.0,1.0,58,20,101,97,96,0
86.0,97.0,2.0,1.0,58,20,102,100,97,0
87.0,98.019802,2.0,1.0,59,20,103,101,99,0
88.0,98.058252,2.0,1.009901,60,20,105,103,101,0
89.0,99.038462,2.0,1.009709,60,21,107,104,103,0
