node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,44,201,20,4,5
1,leaf,39,79,20,0,2
2,backbone,42,158,21,1,4
3,leaf,40,236,20,0,6
4,leaf,38,197,20,0,5
5,leaf,36,196,20,0,5
6,leaf,40,119,21,0,3
7,backbone,39,394,20,0,10
8,leaf,39,117,21,0,3
9,leaf,41,158,21,0,4
10,leaf,40,80,21,0,2
11,leaf,40,121,20,0,3
12,leaf,40,347,20,0,9
13,leaf,36,115,20,0,3
14,backbone,41,200,21,0,5
15,backbone,39,200,20,0,5
16,backbone,37,111,20,0,3
17,leaf,41,269,21,0,7
18,backbone,41,78,21,0,2
19,backbone,40,199,21,0,5
20,backbone,60,82,20,148,2
21,backbone,40,158,20,0,4
22,leaf,41,199,21,0,5
23,leaf,41,119,21,0,3
24,backbone,40,79,20,0,2
25,leaf,39,81,20,0,2
26,leaf,44,160,21,2,4
27,backbone,40,200,20,0,5
28,backbone,39,120,20,0,3
29,backbone,39,118,20,0,3
30,leaf,40,117,20,0,3
31,backbone,39,80,20,0,2
32,leaf,40,121,21,0,3
33,leaf,42,157,21,0,4
34,backbone,66,187,20,172,4
35,leaf,39,120,20,0,3
36,backbone,39,78,20,0,2
37,backbone,40,161,20,0,4
38,backbone,40,163,21,0,4
39,leaf,41,155,21,0,4
40,leaf,36,318,20,0,8
41,backbone,41,118,21,0,3
42,leaf,40,355,20,0,9
43,leaf,39,155,20,0,4
44,backbone,39,236,20,0,6
45,backbone,40,198,21,0,5
46,leaf,40,278,20,0,7
47,leaf,40,159,20,0,4
48,leaf,38,114,21,0,3
49,backbone,41,120,21,0,3
50,leaf,41,274,21,0,7
51,backbone,41,280,20,0,7
52,backbone,39,160,20,0,4
53,leaf,38,197,21,0,5
54,leaf,41,80,21,0,2
55,backbone,35,79,21,0,2
56,backbone,126,177,21,173,1
57,leaf,41,78,20,0,2
58,leaf,41,231,21,0,6
59,leaf,37,200,20,0,5
60,backbone,115,170,20,173,2
61,backbone,40,159,21,0,4
62,leaf,38,194,21,0,5
63,leaf,39,276,20,0,7
64,leaf,41,121,21,0,3
65,backbone,39,192,21,0,5
66,backbone,39,195,20,0,5
67,backbone,40,71,20,0,2
68,backbone,39,194,20,0,5
69,leaf,40,159,20,0,4
70,leaf,40,161,20,0,4
71,leaf,39,146,20,0,4
72,leaf,154,171,8,0,0
73,backbone,38,268,20,0,7
74,backbone,55,128,21,5,3
75,backbone,41,121,21,0,3
76,leaf,31,40,21,0,1
77,leaf,39,109,21,0,3
78,backbone,33,76,20,0,2
79,leaf,41,79,21,0,2
80,backbone,38,234,20,0,6
81,leaf,39,120,21,0,3
82,leaf,23,38,20,0,1
83,backbone,40,120,20,1,3
84,leaf,44,120,21,5,3
85,leaf,38,121,21,0,3
86,backbone,40,279,20,0,7
87,leaf,41,236,21,0,6
88,backbone,40,241,20,0,6
89,leaf,41,121,21,0,3
90,leaf,39,157,20,0,4
91,leaf,38,139,20,0,4
92,leaf,34,37,21,0,1
93,leaf,26,39,20,0,1
94,leaf,38,74,21,0,2
95,leaf,40,275,20,0,7
96,leaf,41,274,21,0,7
97,backbone,39,151,20,0,4
98,leaf,39,39,20,0,1
99,leaf,34,39,20,0,1
