node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,50,89,20,0,2
1,leaf,38,62,21,151,2
2,backbone,55,145,20,0,3
3,backbone,62,212,20,0,7
4,leaf,24,126,21,0,4
5,leaf,23,143,20,0,5
6,backbone,41,198,21,0,8
7,leaf,23,143,20,0,5
8,leaf,27,80,20,0,3
9,leaf,82,168,21,110,3
10,leaf,23,53,21,0,2
11,backbone,39,114,21,20,4
12,leaf,24,143,21,0,5
13,leaf,23,143,20,0,5
14,backbone,36,163,20,0,5
15,leaf,77,206,20,139,4
16,leaf,20,21,20,0,1
17,leaf,23,143,20,0,5
18,backbone,94,201,21,1,5
19,backbone,32,115,20,0,4
20,backbone,53,90,20,1,2
21,leaf,36,85,21,8,3
22,leaf,25,117,21,0,4
23,backbone,23,144,20,0,5
24,backbone,64,167,20,3,5
25,backbone,25,50,20,0,2
26,leaf,23,187,20,0,7
27,leaf,28,204,20,0,7
28,leaf,23,87,20,0,3
29,leaf,41,103,21,31,3
30,backbone,22,59,20,0,2
31,leaf,39,110,21,85,3
32,leaf,145,195,10,0,0
33,leaf,21,32,21,0,1
34,leaf,21,97,20,0,3
35,leaf,22,88,20,0,3
36,leaf,28,56,20,0,2
37,leaf,23,98,21,38,3
38,backbone,33,140,20,0,5
39,leaf,20,130,20,0,4
40,backbone,62,196,19,0,6
41,leaf,25,45,20,0,2
42,backbone,61,188,20,0,6
43,leaf,24,132,21,0,5
44,backbone,60,208,21,0,6
45,leaf,29,119,21,0,4
46,leaf,32,57,21,0,2
47,leaf,21,85,20,0,3
48,leaf,22,111,21,0,4
49,backbone,28,83,21,0,3
