t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,2,0,0,0,0,0
6.0,0.0,0.0,0.0,23,0,12,0,0,0
7.0,0.0,0.0,0.0,37,6,85,0,0,0
8.0,0.0,0.0,0.0,60,18,161,0,0,0
9.0,0.0,0.0,0.0,76,37,288,0,0,0
10.0,0.0,0.0,0.0,84,46,504,0,0,0
11.0,0.0,0.0,0.0,92,59,561,0,0,0
12.0,0.0,0.0,0.0,100,74,771,0,0,0
13.0,0.0,0.0,0.0,100,74,942,0,0,0
14.0,0.0,0.0,0.0,100,74,942,0,0,0
15.0,0.0,0.0,0.0,100,74,942,0,0,0
16.0,0.0,0.0,0.0,100,74,942,0,0,0
17.0,0.0,0.0,0.0,100,74,942,0,0,0
18.0,0.0,0.0,0.0,100,74,942,0,0,0
19.0,0.0,0.0,0.0,105,78,942,0,0,0
20.0,0.0,0.0,0.0,110,87,963,0,0,0
21.0,0.0,0.0,0.0,131,97,1000,0,0,0
22.0,0.0,0.0,0.0,152,105,1101,0,0,0
23.0,0.0,0.0,0.0,165,117,1284,0,0,0
24.0,0.0,0.0,0.0,174,128,1443,0,0,0
25.0,0.0,0.0,0.0,184,147,1644,0,0,0
26.0,0.0,0.0,0.0,192,159,1959,0,0,0
27.0,0.0,0.0,0.0,199,166,2179,0,0,0
28.0,0.0,0.0,0.0,200,171,2279,0,0,0
29.0,0.0,0.0,0.0,200,174,2364,0,0,0
30.0,0.0,0.0,0.0,200,174,2381,0,0,0
31.0,0.0,0.0,0.0,200,174,2381,0,0,0
32.0,0.0,0.0,0.0,201,175,2381,0,0,0
33.0,0.0,0.0,0.0,204,177,2412,0,0,0
34.0,0.0,0.0,0.0,211,180,2428,0,0,0
35.0,0.0,0.0,0.0,224,189,2432,0,0,0
36.0,0.0,0.0,0.0,240,195,2507,0,0,0
37.0,0.0,0.0,0.0,256,205,2588,0,0,0
38.0,0.0,0.0,0.0,270,220,2684,0,0,0
39.0,0.0,0.0,0.0,278,237,2984,0,0,0
40.0,0.0,0.0,0.0,287,247,3229,0,0,0
41.0,0.0,0.0,0.0,292,256,3417,0,0,0
42.0,0.0,0.0,0.0,294,265,3623,0,0,0
43.0,0.0,0.0,0.0,299,269,3722,0,0,0
44.0,0.0,0.0,0.0,300,271,3824,0,0,0
45.0,0.0,0.0,0.0,301,275,3839,0,0,0
46.0,0.0,0.0,0.0,301,275,3969,4,0,0
47.0,50.0,0.0,1.0,304,276,3969,8,4,0
48.0,50.0,2.0,1.0,313,279,3979,12,6,0
49.0,75.0,2.0,1.166667,321,284,3979,16,12,0
50.0,75.0,2.0,1.133333,329,288,4000,20,15,0
51.0,79.166667,2.266667,1.157895,343,295,4034,24,19,0
52.0,75.0,2.222222,1.142857,357,307,4128,28,21,0
53.0,84.375,2.285714,1.222222,373,322,4239,32,27,0
54.0,86.111111,2.24,1.258065,385,331,4539,36,31,1
55.0,85.0,2.275862,1.235294,390,344,4711,40,34,2
56.0,86.363636,2.363636,1.289474,394,354,4834,44,38,2
57.0,83.333333,2.444444,1.275,398,361,4955,48,40,3
58.0,86.538462,2.461538,1.333333,399,366,5243,52,45,3
59.0,92.857143,2.511628,1.384615,401,373,5262,56,52,5
60.0,88.333333,2.468085,1.377358,401,374,5288,60,53,7
61.0,90.625,2.627451,1.37931,403,375,5333,64,58,7
62.0,91.176471,2.714286,1.387097,408,377,5333,68,62,7
63.0,90.277778,2.721311,1.415385,419,383,5358,72,65,8
64.0,92.105263,2.709677,1.414286,427,387,5489,76,70,9
65.0,92.5,2.746269,1.418919,438,393,5501,80,74,9
66.0,94.047619,2.794521,1.43038,450,400,5579,84,79,10
67.0,95.454545,2.763158,1.416667,465,405,5624,88,84,11
68.0,94.565217,2.780488,1.402299,477,422,5650,92,87,11
69.0,92.708333,2.790698,1.393258,487,435,5881,96,89,12
70.0,94.0,2.797753,1.404255,493,443,6010,100,94,12
71.0,93.269231,2.771739,1.42268,495,451,6189,104,97,13
72.0,92.592593,2.776596,1.42,496,462,6242,108,100,14
73.0,94.642857,2.806122,1.443396,500,468,6499,112,106,14
74.0,94.827586,2.825243,1.445455,503,470,6552,116,110,16
75.0,94.166667,2.813084,1.460177,506,473,6556,120,113,17
76.0,94.354839,2.863636,1.461538,508,475,6596,124,117,18
77.0,95.3125,2.885965,1.459016,512,478,6601,128,122,18
78.0,95.454545,2.900826,1.47619,524,484,6654,132,126,19
79.0,97.058824,2.886179,1.469697,534,490,6780,136,132,21
80.0,95.714286,2.882812,1.462687,546,495,6853,140,134,21
81.0,95.833333,2.932836,1.463768,555,503,6899,144,138,21
82.0,95.27027,2.919118,1.453901,565,514,6966,148,141,21
83.0,96.052632,2.914894,1.472603,581,523,7058,152,146,21
84.0,96.153846,2.902098,1.46,591,531,7201,156,150,23
85.0,96.875,2.885135,1.470968,595,540,7235,160,155,23
