owner,dest,next_hop,hop_count,seq_num,age_s
0,0,0,0,0,120.0
0,3,3,1,16,2.0
0,5,11,2,16,2.0
0,8,8,1,16,2.0
0,9,27,2,14,17.0
0,10,27,2,14,2.0
0,11,11,1,16,2.0
0,13,13,1,16,2.0
0,16,16,1,16,2.0
0,21,21,1,16,2.0
0,22,11,2,16,2.0
0,23,49,2,14,2.0
0,25,27,2,14,17.0
0,27,27,1,16,2.0
0,28,16,2,14,5.0
0,35,27,2,14,17.0
0,38,11,2,16,2.0
0,39,13,3,14,2.0
0,45,3,2,14,7.0
0,49,49,1,16,2.0
