t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,2,5,0,0,0
7.0,0.0,0.0,0.0,16,5,32,0,0,0
8.0,0.0,0.0,0.0,27,10,55,0,0,0
9.0,0.0,0.0,0.0,35,18,96,0,0,0
10.0,0.0,0.0,0.0,40,23,117,0,0,0
11.0,0.0,0.0,0.0,44,28,140,0,0,0
12.0,0.0,0.0,0.0,50,33,155,0,0,0
13.0,0.0,0.0,0.0,50,33,178,0,0,0
14.0,0.0,0.0,0.0,50,33,178,0,0,0
15.0,0.0,0.0,0.0,50,33,178,0,0,0
16.0,0.0,0.0,0.0,50,33,178,0,0,0
17.0,0.0,0.0,0.0,50,33,178,0,0,0
18.0,0.0,0.0,0.0,50,33,178,0,0,0
19.0,0.0,0.0,0.0,52,34,178,0,0,0
20.0,0.0,0.0,0.0,57,38,178,0,0,0
21.0,0.0,0.0,0.0,59,43,181,0,0,0
22.0,0.0,0.0,0.0,70,56,189,0,0,0
23.0,0.0,0.0,0.0,78,62,226,0,0,0
24.0,0.0,0.0,0.0,84,65,243,0,0,0
25.0,0.0,0.0,0.0,95,71,248,0,0,0
26.0,0.0,0.0,0.0,97,75,276,0,0,0
27.0,0.0,0.0,0.0,98,77,300,0,0,0
28.0,0.0,0.0,0.0,100,81,310,0,0,0
29.0,0.0,0.0,0.0,100,82,325,0,0,0
30.0,0.0,0.0,0.0,100,82,325,0,0,0
31.0,0.0,0.0,0.0,100,82,325,0,0,0
32.0,0.0,0.0,0.0,101,82,325,0,0,0
33.0,0.0,0.0,0.0,103,83,325,0,0,0
34.0,0.0,0.0,0.0,104,86,325,0,0,0
35.0,0.0,0.0,0.0,109,93,329,0,0,0
36.0,0.0,0.0,0.0,116,102,354,0,0,0
37.0,0.0,0.0,0.0,120,106,400,0,0,0
38.0,0.0,0.0,0.0,134,111,400,0,0,0
39.0,0.0,0.0,0.0,140,116,410,0,0,0
40.0,0.0,0.0,0.0,143,120,443,0,0,0
41.0,0.0,0.0,0.0,146,125,459,0,0,0
42.0,0.0,0.0,0.0,148,127,468,0,0,0
43.0,0.0,0.0,0.0,149,127,479,0,0,0
44.0,0.0,0.0,0.0,150,129,479,0,0,0
45.0,0.0,0.0,0.0,150,130,489,0,0,0
46.0,0.0,0.0,0.0,150,132,491,2,0,0
47.0,16.666667,0.0,1.0,151,132,492,6,1,0
48.0,57.142857,2.0,1.25,154,133,492,7,4,0
49.0,62.5,2.0,1.2,157,138,492,8,5,0
50.0,70.0,2.0,1.714286,159,143,511,10,7,1
51.0,72.727273,2.0,1.625,168,147,515,11,8,3
52.0,83.333333,2.0,1.7,180,153,525,12,10,3
53.0,92.307692,2.571429,1.75,186,160,578,13,12,4
54.0,92.857143,2.5,1.692308,188,165,607,14,13,5
55.0,93.333333,2.444444,1.642857,191,168,623,15,14,5
56.0,93.75,2.4,1.6,196,171,645,16,15,5
57.0,94.117647,2.363636,1.5625,200,172,658,17,16,5
58.0,94.444444,2.333333,1.529412,200,174,672,18,17,5
59.0,94.736842,2.307692,1.5,200,175,672,19,18,5
60.0,95.0,2.285714,1.473684,200,175,672,20,19,5
61.0,95.238095,2.266667,1.45,202,177,672,21,20,5
62.0,95.454545,2.25,1.428571,205,179,690,22,21,5
63.0,95.652174,2.235294,1.409091,207,185,715,23,22,5
64.0,95.833333,2.222222,1.391304,209,187,727,24,23,5
65.0,96.0,2.210526,1.375,213,189,728,25,24,5
66.0,96.153846,2.2,1.36,221,195,729,26,25,5
67.0,96.296296,2.190476,1.346154,230,198,736,27,26,5
68.0,96.428571,2.181818,1.333333,235,203,778,28,27,5
69.0,96.551724,2.173913,1.321429,239,211,815,29,28,5
70.0,96.666667,2.166667,1.310345,244,214,876,30,29,5
71.0,88.235294,2.16,1.3,246,217,918,34,30,5
72.0,91.428571,2.153846,1.28125,248,217,924,35,32,5
73.0,94.594595,2.142857,1.314286,250,219,924,37,35,5
74.0,97.368421,2.137931,1.297297,252,219,924,38,37,5
75.0,90.47619,2.242424,1.289474,253,219,924,42,38,5
76.0,93.023256,2.235294,1.275,255,224,924,43,40,5
77.0,95.555556,2.222222,1.302326,258,225,955,45,43,5
78.0,97.826087,2.216216,1.288889,259,230,958,46,45,5
79.0,92.0,2.292683,1.282609,261,234,966,50,46,5
80.0,94.117647,2.285714,1.270833,268,235,966,51,48,5
81.0,96.226415,2.272727,1.294118,274,241,966,53,51,5
82.0,96.363636,2.266667,1.283019,279,245,979,55,53,5
83.0,98.214286,2.326531,1.272727,284,249,995,56,55,5
84.0,96.551724,2.313725,1.267857,291,256,1021,58,56,5
85.0,93.442623,2.307692,1.263158,295,261,1041,61,57,5
86.0,95.16129,2.301887,1.271186,295,263,1046,62,59,5
87.0,96.825397,2.296296,1.278689,298,263,1046,63,61,5
