node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,leaf,134,223,18,0,4
1,backbone,74,187,20,3,5
2,leaf,54,117,21,1,2
3,leaf,133,224,13,0,2
4,backbone,125,217,20,32,2
5,leaf,21,28,20,0,1
6,backbone,133,224,11,0,0
7,leaf,22,24,21,0,1
8,leaf,61,151,20,0,3
9,leaf,131,229,14,0,5
10,leaf,84,131,20,5,2
11,leaf,123,204,20,46,2
12,leaf,20,40,20,0,1
13,backbone,36,70,20,0,2
14,backbone,96,199,21,0,5
15,backbone,78,174,20,0,4
16,leaf,126,243,17,2,4
17,leaf,25,67,20,4,2
18,backbone,40,49,20,0,2
19,backbone,48,122,21,2,3
20,leaf,21,33,21,0,1
21,backbone,29,76,21,0,2
22,leaf,36,59,21,11,2
23,backbone,49,152,20,4,5
24,leaf,133,225,11,0,0
25,leaf,38,54,21,4,2
26,backbone,41,57,21,0,1
27,leaf,37,53,21,1,1
28,backbone,39,51,20,6,2
29,leaf,86,97,20,30,1
