dest,next_hop,hop_count,seq_num,last_update
1,4,2,54,119.0
2,4,5,48,119.0
3,3,1,58,119.0
4,4,1,60,119.0
5,4,3,54,119.0
6,4,3,56,119.0
7,4,4,50,119.0
8,4,3,54,119.0
9,9,1,56,119.0
