t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,0,0,0,0,0,0
6.0,0.0,0.0,0.0,5,0,0,0,0,0
7.0,0.0,0.0,0.0,9,1,18,0,0,0
8.0,0.0,0.0,0.0,15,4,30,0,0,0
9.0,0.0,0.0,0.0,21,8,57,0,0,0
10.0,0.0,0.0,0.0,25,12,70,0,0,0
11.0,0.0,0.0,0.0,27,15,90,0,0,0
12.0,0.0,0.0,0.0,30,19,97,0,0,0
13.0,0.0,0.0,0.0,30,19,106,0,0,0
14.0,0.0,0.0,0.0,30,19,106,0,0,0
15.0,0.0,0.0,0.0,30,19,106,0,0,0
16.0,0.0,0.0,0.0,30,19,106,0,0,0
17.0,0.0,0.0,0.0,30,19,106,0,0,0
18.0,0.0,0.0,0.0,30,19,106,0,0,0
19.0,0.0,0.0,0.0,35,20,106,0,0,0
20.0,0.0,0.0,0.0,37,24,106,0,0,0
21.0,0.0,0.0,0.0,39,26,124,0,0,0
22.0,0.0,0.0,0.0,45,27,132,0,0,0
23.0,0.0,0.0,0.0,47,28,140,0,0,0
24.0,0.0,0.0,0.0,48,31,146,0,0,0
25.0,0.0,0.0,0.0,55,34,150,0,0,0
26.0,0.0,0.0,0.0,57,36,169,0,0,0
27.0,0.0,0.0,0.0,59,37,188,0,0,0
28.0,0.0,0.0,0.0,60,39,200,0,0,0
29.0,0.0,0.0,0.0,60,39,204,0,0,0
30.0,0.0,0.0,0.0,60,39,204,0,0,0
31.0,0.0,0.0,0.0,60,39,204,0,0,0
32.0,0.0,0.0,0.0,61,39,204,0,0,0
33.0,0.0,0.0,0.0,62,40,204,0,0,0
34.0,0.0,0.0,0.0,64,41,209,0,0,0
35.0,0.0,0.0,0.0,68,41,209,0,0,0
36.0,0.0,0.0,0.0,72,42,209,0,0,0
37.0,0.0,0.0,0.0,73,46,211,0,0,0
38.0,0.0,0.0,0.0,80,49,239,0,0,0
39.0,0.0,0.0,0.0,82,51,249,0,0,0
40.0,0.0,0.0,0.0,86,52,254,0,0,0
41.0,0.0,0.0,0.0,87,55,254,0,0,0
42.0,0.0,0.0,0.0,90,56,262,0,0,0
43.0,0.0,0.0,0.0,90,57,263,0,0,0
44.0,0.0,0.0,0.0,90,58,264,0,0,0
45.0,0.0,0.0,0.0,90,58,264,0,0,0
46.0,0.0,0.0,0.0,90,58,264,2,0,0
47.0,0.0,0.0,0.0,91,58,264,6,0,0
48.0,50.0,0.0,1.25,93,58,264,8,4,0
49.0,77.777778,2.0,1.571429,94,60,264,9,7,0
50.0,81.818182,2.4,1.555556,100,60,275,11,9,1
51.0,75.0,2.571429,1.555556,104,60,279,12,9,1
52.0,68.75,2.571429,1.545455,108,61,282,16,11,2
53.0,88.235294,2.777778,1.533333,111,62,291,17,15,2
54.0,85.0,2.583333,1.529412,112,66,297,20,17,4
55.0,85.714286,2.538462,1.5,115,67,343,21,18,4
56.0,90.909091,2.5,1.5,117,67,354,22,20,5
57.0,95.652174,2.625,1.545455,119,67,355,23,22,5
58.0,88.461538,2.588235,1.521739,120,67,357,26,23,7
59.0,88.888889,2.555556,1.5,120,67,358,27,24,7
60.0,92.857143,2.526316,1.5,120,67,358,28,26,7
61.0,96.551724,2.5,1.535714,122,67,358,29,28,7
62.0,90.625,2.47619,1.517241,123,67,359,32,29,9
63.0,90.909091,2.454545,1.5,125,67,359,33,30,9
64.0,94.117647,2.434783,1.5,130,68,360,34,32,9
65.0,97.142857,2.416667,1.529412,133,68,361,35,34,9
66.0,92.105263,2.4,1.514286,140,68,363,38,35,11
67.0,92.307692,2.384615,1.5,141,69,364,39,36,11
68.0,95.0,2.37037,1.5,142,70,368,40,38,11
69.0,97.560976,2.357143,1.525,144,71,369,41,40,11
70.0,93.181818,2.344828,1.512195,147,73,380,44,41,13
71.0,93.333333,2.333333,1.5,148,76,398,45,42,13
72.0,95.652174,2.322581,1.5,149,76,427,46,44,13
73.0,97.87234,2.3125,1.521739,150,76,427,47,46,13
74.0,94.0,2.30303,1.510638,150,76,427,50,47,15
75.0,94.117647,2.294118,1.5,151,76,427,51,48,15
76.0,96.153846,2.285714,1.5,152,76,427,52,50,15
77.0,98.113208,2.277778,1.519231,156,77,427,53,52,15
78.0,94.642857,2.27027,1.509434,156,77,429,56,53,17
79.0,94.736842,2.263158,1.5,158,77,429,57,54,17
80.0,96.551724,2.25641,1.5,161,78,429,58,56,17
81.0,98.305085,2.25,1.517241,168,78,432,59,58,17
82.0,95.16129,2.243902,1.508475,172,78,435,62,59,19
83.0,95.238095,2.238095,1.5,175,80,436,63,60,19
84.0,96.875,2.232558,1.5,177,80,442,64,62,19
85.0,98.461538,2.227273,1.515625,177,80,444,65,64,19
86.0,95.588235,2.222222,1.507692,178,82,444,68,65,21
87.0,91.666667,2.217391,1.5,178,84,449,72,66,21
