t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,1,6,0,0,0
7.0,0.0,0.0,0.0,16,3,36,0,0,0
8.0,0.0,0.0,0.0,27,7,71,0,0,0
9.0,0.0,0.0,0.0,35,15,109,0,0,0
10.0,0.0,0.0,0.0,40,20,199,0,0,0
11.0,0.0,0.0,0.0,44,25,238,0,0,0
12.0,0.0,0.0,0.0,50,30,313,0,0,0
13.0,0.0,0.0,0.0,50,30,380,0,0,0
14.0,0.0,0.0,0.0,50,30,380,0,0,0
15.0,0.0,0.0,0.0,50,30,380,0,0,0
16.0,0.0,0.0,0.0,50,30,380,0,0,0
17.0,0.0,0.0,0.0,50,30,380,0,0,0
18.0,0.0,0.0,0.0,50,30,380,0,0,0
19.0,0.0,0.0,0.0,52,33,380,0,0,0
20.0,0.0,0.0,0.0,54,39,403,0,0,0
21.0,0.0,0.0,0.0,62,49,448,0,0,0
22.0,0.0,0.0,0.0,68,54,554,0,0,0
23.0,0.0,0.0,0.0,77,56,672,0,0,0
24.0,0.0,0.0,0.0,81,64,690,0,0,0
25.0,0.0,0.0,0.0,91,68,766,0,0,0
26.0,0.0,0.0,0.0,95,71,805,0,0,0
27.0,0.0,0.0,0.0,96,77,819,0,0,0
28.0,0.0,0.0,0.0,99,78,912,0,0,0
29.0,0.0,0.0,0.0,100,80,918,0,0,0
30.0,0.0,0.0,0.0,100,80,990,0,0,0
31.0,0.0,0.0,0.0,100,80,990,0,0,0
32.0,0.0,0.0,0.0,101,81,990,0,0,0
33.0,0.0,0.0,0.0,104,81,999,0,0,0
34.0,0.0,0.0,0.0,107,86,999,0,0,0
35.0,0.0,0.0,0.0,109,91,1035,0,0,0
36.0,0.0,0.0,0.0,115,99,1047,0,0,0
37.0,0.0,0.0,0.0,120,104,1102,0,0,0
38.0,0.0,0.0,0.0,125,110,1136,0,0,0
39.0,0.0,0.0,0.0,135,113,1157,0,0,0
40.0,0.0,0.0,0.0,141,117,1171,0,0,0
41.0,0.0,0.0,0.0,144,122,1180,0,0,0
42.0,0.0,0.0,0.0,146,124,1253,0,0,0
43.0,0.0,0.0,0.0,150,127,1263,0,0,0
44.0,0.0,0.0,0.0,150,129,1324,0,0,0
45.0,0.0,0.0,0.0,151,130,1329,0,0,0
46.0,0.0,0.0,0.0,151,130,1332,4,0,0
47.0,50.0,0.0,1.0,154,133,1332,8,4,0
48.0,58.333333,2.0,1.0,155,136,1362,12,7,0
49.0,75.0,2.0,1.083333,158,139,1386,16,12,0
50.0,70.0,2.0,1.071429,161,142,1415,20,14,0
51.0,75.0,2.142857,1.111111,164,148,1433,24,18,0
52.0,78.571429,2.117647,1.181818,174,151,1451,28,22,0
53.0,87.5,2.190476,1.25,179,155,1477,32,28,1
54.0,86.111111,2.16,1.225806,186,162,1510,36,31,2
55.0,90.0,2.333333,1.222222,189,170,1559,40,36,2
56.0,88.636364,2.4,1.205128,195,173,1634,44,39,2
57.0,91.666667,2.410256,1.204545,198,177,1643,48,44,2
58.0,86.538462,2.372093,1.2,199,179,1705,52,45,2
59.0,87.5,2.4,1.183673,200,180,1753,56,49,2
60.0,91.666667,2.367347,1.272727,202,180,1753,60,55,2
61.0,93.75,2.346154,1.266667,204,180,1753,64,60,5
62.0,91.176471,2.321429,1.258065,205,185,1753,68,62,5
63.0,90.277778,2.516129,1.261538,207,185,1776,72,65,5
64.0,92.105263,2.5,1.271429,210,190,1776,76,70,5
65.0,93.75,2.492754,1.306667,218,194,1794,80,75,6
66.0,95.238095,2.472222,1.3,219,198,1802,84,80,8
67.0,94.318182,2.493506,1.289157,226,201,1811,88,83,8
68.0,93.478261,2.578313,1.290698,232,205,1855,92,86,8
69.0,93.75,2.564706,1.288889,236,212,1912,96,90,8
70.0,95.0,2.561798,1.294737,241,217,1959,100,95,8
71.0,93.269231,2.553191,1.309278,243,223,1981,104,97,9
72.0,95.37037,2.547368,1.31068,245,227,2009,108,103,10
73.0,95.535714,2.56,1.317757,250,228,2011,112,107,10
74.0,94.827586,2.603774,1.309091,250,230,2029,116,110,11
75.0,95.0,2.587156,1.315789,252,233,2047,120,114,11
76.0,96.774194,2.60177,1.325,255,235,2047,124,120,12
77.0,96.875,2.581197,1.314516,257,236,2050,128,124,13
78.0,96.212121,2.601626,1.307087,260,237,2059,132,127,13
79.0,96.323529,2.614173,1.305344,267,239,2059,136,131,13
80.0,95.714286,2.6,1.298507,268,246,2074,140,134,13
81.0,97.222222,2.597015,1.307143,270,250,2089,144,140,13
82.0,97.297297,2.57971,1.298611,275,253,2104,148,144,14
83.0,97.368421,2.573427,1.290541,281,256,2116,152,148,14
84.0,97.435897,2.581081,1.282895,289,258,2132,156,152,14
85.0,96.875,2.565789,1.277419,291,265,2132,160,155,14
86.0,95.121951,2.554839,1.275641,293,266,2176,164,156,14
