dest,next_hop,hop_count,seq_num,last_update
0,0,1,0,96.000
1,0,2,0,96.000
2,2,0,0,0.000
3,0,3,0,96.000
4,0,3,0,96.000
5,0,2,0,96.000
7,0,2,0,96.000
9,0,2,0,96.000
