t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,2,5,0,0,0
7.0,0.0,0.0,0.0,16,6,36,0,0,0
8.0,0.0,0.0,0.0,27,11,60,0,0,0
9.0,0.0,0.0,0.0,35,19,107,0,0,0
10.0,0.0,0.0,0.0,40,24,129,0,0,0
11.0,0.0,0.0,0.0,44,29,153,0,0,0
12.0,0.0,0.0,0.0,50,34,171,0,0,0
13.0,0.0,0.0,0.0,50,34,194,0,0,0
14.0,0.0,0.0,0.0,50,34,194,0,0,0
15.0,0.0,0.0,0.0,50,34,194,0,0,0
16.0,0.0,0.0,0.0,50,34,194,0,0,0
17.0,0.0,0.0,0.0,50,34,194,0,0,0
18.0,0.0,0.0,0.0,50,34,194,0,0,0
19.0,0.0,0.0,0.0,52,35,194,0,0,0
20.0,0.0,0.0,0.0,57,39,195,0,0,0
21.0,0.0,0.0,0.0,59,45,196,0,0,0
22.0,0.0,0.0,0.0,70,57,204,0,0,0
23.0,0.0,0.0,0.0,78,62,246,0,0,0
24.0,0.0,0.0,0.0,84,66,262,0,0,0
25.0,0.0,0.0,0.0,95,72,277,0,0,0
26.0,0.0,0.0,0.0,97,76,293,0,0,0
27.0,0.0,0.0,0.0,98,78,318,0,0,0
28.0,0.0,0.0,0.0,100,82,328,0,0,0
29.0,0.0,0.0,0.0,100,83,345,0,0,0
30.0,0.0,0.0,0.0,100,83,347,0,0,0
31.0,0.0,0.0,0.0,100,83,347,0,0,0
32.0,0.0,0.0,0.0,101,83,347,0,0,0
33.0,0.0,0.0,0.0,103,84,347,0,0,0
34.0,0.0,0.0,0.0,104,87,347,0,0,0
35.0,0.0,0.0,0.0,110,93,351,0,0,0
36.0,0.0,0.0,0.0,118,101,368,0,0,0
37.0,0.0,0.0,0.0,121,107,414,0,0,0
38.0,0.0,0.0,0.0,133,113,434,0,0,0
39.0,0.0,0.0,0.0,140,118,449,0,0,0
40.0,0.0,0.0,0.0,143,121,475,0,0,0
41.0,0.0,0.0,0.0,146,126,484,0,0,0
42.0,0.0,0.0,0.0,148,128,510,0,0,0
43.0,0.0,0.0,0.0,149,128,524,0,0,0
44.0,0.0,0.0,0.0,150,130,524,0,0,0
45.0,0.0,0.0,0.0,150,131,534,0,0,0
46.0,0.0,0.0,0.0,150,133,536,2,0,0
47.0,16.666667,0.0,1.0,151,133,544,6,1,0
48.0,14.285714,2.0,1.0,154,133,544,7,1,0
49.0,45.454545,2.0,1.8,159,137,544,11,5,0
50.0,69.230769,2.0,1.888889,162,141,557,13,9,1
51.0,85.714286,2.0,1.833333,171,146,566,14,12,5
52.0,86.666667,2.0,1.769231,179,155,576,15,13,5
53.0,93.75,2.75,1.8,187,158,634,16,15,6
54.0,94.117647,2.666667,1.75,189,162,646,17,16,7
55.0,94.444444,2.6,1.705882,191,167,666,18,17,7
56.0,94.736842,2.545455,1.666667,195,169,683,19,18,7
57.0,95.0,2.5,1.631579,200,170,697,20,19,7
58.0,95.238095,2.461538,1.6,200,172,718,21,20,7
59.0,95.454545,2.428571,1.571429,200,173,718,22,21,7
60.0,95.652174,2.4,1.545455,200,173,718,23,22,7
61.0,95.833333,2.375,1.521739,201,175,718,24,23,7
62.0,96.0,2.352941,1.5,203,176,741,25,24,7
63.0,96.153846,2.333333,1.48,208,179,743,26,25,7
64.0,96.296296,2.315789,1.461538,208,184,765,27,26,7
65.0,96.428571,2.3,1.444444,216,188,765,28,27,7
66.0,96.551724,2.285714,1.428571,226,192,778,29,28,7
67.0,96.666667,2.272727,1.413793,232,194,803,30,29,7
68.0,96.774194,2.26087,1.4,237,199,866,31,30,7
69.0,96.875,2.25,1.387097,241,209,885,32,31,7
70.0,96.969697,2.24,1.375,241,213,943,33,32,7
71.0,89.189189,2.230769,1.363636,243,216,961,37,33,7
72.0,85.0,2.222222,1.352941,248,217,976,40,34,7
73.0,85.365854,2.214286,1.342857,250,218,976,41,35,7
74.0,92.857143,2.206897,1.461538,250,219,976,42,39,7
75.0,91.304348,2.2,1.52381,251,220,978,46,42,10
76.0,87.755102,2.193548,1.511628,254,221,978,49,43,12
77.0,88.0,2.1875,1.5,255,224,979,50,44,12
78.0,94.117647,2.181818,1.583333,257,228,979,51,48,12
79.0,92.727273,2.176471,1.627451,264,231,981,55,51,15
80.0,89.655172,2.171429,1.615385,269,236,995,58,52,17
81.0,89.830508,2.166667,1.603774,276,239,1039,59,53,17
82.0,93.442623,2.162162,1.666667,281,239,1040,61,57,17
83.0,95.238095,2.157895,1.7,287,245,1040,63,60,20
84.0,96.875,2.153846,1.693548,292,254,1131,64,62,22
85.0,96.923077,2.15,1.68254,294,258,1179,65,63,22
86.0,97.014925,2.146341,1.692308,297,262,1212,67,65,23
87.0,97.101449,2.142857,1.671642,298,262,1226,69,67,24
