t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,8,2,5,0,0,0
7.0,0.0,0.0,0.0,12,4,30,0,0,0
8.0,0.0,0.0,0.0,22,9,42,0,0,0
9.0,0.0,0.0,0.0,30,12,81,0,0,0
10.0,0.0,0.0,0.0,35,16,100,0,0,0
11.0,0.0,0.0,0.0,37,19,124,0,0,0
12.0,0.0,0.0,0.0,40,24,131,0,0,0
13.0,0.0,0.0,0.0,40,24,142,0,0,0
14.0,0.0,0.0,0.0,40,24,142,0,0,0
15.0,0.0,0.0,0.0,40,24,142,0,0,0
16.0,0.0,0.0,0.0,40,24,142,0,0,0
17.0,0.0,0.0,0.0,40,24,142,0,0,0
18.0,0.0,0.0,0.0,40,25,142,0,0,0
19.0,0.0,0.0,0.0,43,25,142,0,0,0
20.0,0.0,0.0,0.0,45,29,142,0,0,0
21.0,0.0,0.0,0.0,49,37,142,0,0,0
22.0,0.0,0.0,0.0,55,41,175,0,0,0
23.0,0.0,0.0,0.0,64,44,193,0,0,0
24.0,0.0,0.0,0.0,69,47,197,0,0,0
25.0,0.0,0.0,0.0,74,50,200,0,0,0
26.0,0.0,0.0,0.0,77,58,213,0,0,0
27.0,0.0,0.0,0.0,79,59,271,0,0,0
28.0,0.0,0.0,0.0,80,60,276,0,0,0
29.0,0.0,0.0,0.0,80,61,279,0,0,0
30.0,0.0,0.0,0.0,80,61,284,0,0,0
31.0,0.0,0.0,0.0,80,61,284,0,0,0
32.0,0.0,0.0,0.0,80,61,284,0,0,0
33.0,0.0,0.0,0.0,81,62,284,0,0,0
34.0,0.0,0.0,0.0,82,68,284,0,0,0
35.0,0.0,0.0,0.0,87,71,303,0,0,0
36.0,0.0,0.0,0.0,92,74,303,0,0,0
37.0,0.0,0.0,0.0,100,79,316,0,0,0
38.0,0.0,0.0,0.0,107,82,366,0,0,0
39.0,0.0,0.0,0.0,113,86,366,0,0,0
40.0,0.0,0.0,0.0,116,87,392,0,0,0
41.0,0.0,0.0,0.0,119,90,401,0,0,0
42.0,0.0,0.0,0.0,119,94,429,0,0,0
43.0,0.0,0.0,0.0,119,98,440,0,0,0
44.0,0.0,0.0,0.0,120,99,464,0,0,0
45.0,0.0,0.0,0.0,120,99,473,0,0,0
46.0,0.0,0.0,0.0,121,99,473,4,0,0
47.0,40.0,0.0,1.0,121,103,473,5,2,0
48.0,44.444444,2.0,1.25,124,107,473,9,4,0
49.0,63.636364,2.0,1.428571,127,109,485,11,7,0
50.0,69.230769,2.333333,1.444444,130,110,490,13,9,1
51.0,85.714286,2.285714,1.5,137,112,491,14,12,1
52.0,77.777778,2.4,1.571429,141,116,499,18,14,2
53.0,84.210526,2.363636,1.5,147,120,522,19,16,3
54.0,80.952381,2.5,1.470588,157,123,533,21,17,3
55.0,87.5,2.466667,1.571429,158,125,548,24,21,3
56.0,88.461538,2.411765,1.521739,159,130,548,26,23,5
57.0,92.857143,2.368421,1.5,159,132,589,28,26,5
58.0,93.333333,2.5,1.464286,159,134,617,30,28,5
59.0,90.909091,2.458333,1.433333,160,135,643,33,30,6
60.0,91.428571,2.423077,1.40625,160,137,643,35,32,6
61.0,94.594595,2.392857,1.4,160,137,673,37,35,6
62.0,94.871795,2.366667,1.378378,161,138,673,39,37,6
63.0,90.697674,2.34375,1.358974,164,141,673,43,39,7
64.0,85.106383,2.323529,1.35,170,146,678,47,40,7
65.0,90.0,2.314286,1.355556,174,148,686,50,45,7
66.0,88.679245,2.289474,1.382979,179,154,689,53,47,7
67.0,89.473684,2.282051,1.392157,182,158,698,57,51,10
68.0,88.52459,2.261905,1.444444,191,158,712,61,54,11
69.0,92.1875,2.318182,1.440678,195,159,712,64,59,13
70.0,91.044776,2.354167,1.459016,197,159,714,67,61,13
71.0,91.549296,2.45098,1.461538,198,165,714,71,65,15
72.0,90.666667,2.425926,1.5,199,171,741,75,68,16
73.0,93.589744,2.464286,1.493151,200,173,751,78,73,18
74.0,92.592593,2.483333,1.506667,200,174,751,81,75,18
75.0,92.941176,2.555556,1.506329,200,175,751,85,79,20
76.0,92.134831,2.530303,1.536585,201,175,754,89,82,21
77.0,94.565217,2.558824,1.528736,205,177,756,92,87,23
78.0,93.684211,2.569444,1.539326,206,181,762,95,89,23
79.0,93.939394,2.626667,1.537634,211,183,778,99,93,25
80.0,93.203883,2.602564,1.5625,216,185,781,103,96,26
81.0,96.190476,2.625,1.554455,222,187,781,105,101,28
82.0,95.37037,2.630952,1.563107,228,190,785,108,103,28
83.0,95.535714,2.678161,1.560748,234,195,830,112,107,30
84.0,94.827586,2.655556,1.563636,236,198,839,116,110,31
85.0,96.610169,2.666667,1.552632,237,201,867,118,114,32
86.0,97.520661,2.645833,1.559322,238,206,869,121,118,32
87.0,96.8,2.632653,1.545455,239,209,895,125,121,34
