owner,dest,next_hop,hop_count,seq_num,age_s
0,0,0,0,0,120.0
0,2,27,3,14,1.0
0,3,3,1,16,1.0
0,5,27,2,16,1.0
0,8,8,1,16,2.0
0,9,27,2,16,1.0
0,10,21,2,16,1.0
0,11,11,1,16,1.0
0,13,13,1,16,2.0
0,16,16,1,16,1.0
0,21,21,1,16,2.0
0,22,13,2,16,2.0
0,23,13,2,16,2.0
0,25,27,2,16,1.0
0,26,27,2,16,1.0
0,27,27,1,16,1.0
0,28,16,2,16,2.0
0,31,27,2,16,1.0
0,33,27,2,18,1.0
0,35,27,2,16,1.0
0,38,21,2,16,1.0
0,39,13,3,14,3.0
