t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,1,6,0,0,0
7.0,0.0,0.0,0.0,16,3,35,0,0,0
8.0,0.0,0.0,0.0,27,7,66,0,0,0
9.0,0.0,0.0,0.0,35,15,99,0,0,0
10.0,0.0,0.0,0.0,40,20,134,0,0,0
11.0,0.0,0.0,0.0,44,25,163,0,0,0
12.0,0.0,0.0,0.0,50,30,185,0,0,0
13.0,0.0,0.0,0.0,50,30,198,0,0,0
14.0,0.0,0.0,0.0,50,30,198,0,0,0
15.0,0.0,0.0,0.0,50,30,198,0,0,0
16.0,0.0,0.0,0.0,50,30,198,0,0,0
17.0,0.0,0.0,0.0,50,30,198,0,0,0
18.0,0.0,0.0,0.0,50,30,198,0,0,0
19.0,0.0,0.0,0.0,52,33,198,0,0,0
20.0,0.0,0.0,0.0,54,39,206,0,0,0
21.0,0.0,0.0,0.0,64,43,222,0,0,0
22.0,0.0,0.0,0.0,72,48,234,0,0,0
23.0,0.0,0.0,0.0,81,52,271,0,0,0
24.0,0.0,0.0,0.0,85,63,272,0,0,0
25.0,0.0,0.0,0.0,95,69,302,0,0,0
26.0,0.0,0.0,0.0,96,72,333,0,0,0
27.0,0.0,0.0,0.0,99,75,341,0,0,0
28.0,0.0,0.0,0.0,100,76,341,0,0,0
29.0,0.0,0.0,0.0,100,77,360,0,0,0
30.0,0.0,0.0,0.0,100,77,360,0,0,0
31.0,0.0,0.0,0.0,100,77,360,0,0,0
32.0,0.0,0.0,0.0,100,78,360,0,0,0
33.0,0.0,0.0,0.0,102,79,360,0,0,0
34.0,0.0,0.0,0.0,106,83,363,0,0,0
35.0,0.0,0.0,0.0,111,84,370,0,0,0
36.0,0.0,0.0,0.0,114,90,375,0,0,0
37.0,0.0,0.0,0.0,122,97,397,0,0,0
38.0,0.0,0.0,0.0,135,101,405,0,0,0
39.0,0.0,0.0,0.0,139,105,409,0,0,0
40.0,0.0,0.0,0.0,143,113,431,0,0,0
41.0,0.0,0.0,0.0,146,121,455,0,0,0
42.0,0.0,0.0,0.0,148,122,494,0,0,0
43.0,0.0,0.0,0.0,149,123,503,0,0,0
44.0,0.0,0.0,0.0,150,125,508,0,0,0
45.0,0.0,0.0,0.0,150,125,508,0,0,0
46.0,0.0,0.0,0.0,150,125,508,4,0,0
47.0,80.0,0.0,1.0,151,126,508,5,4,0
48.0,55.555556,2.0,1.0,155,130,511,9,5,0
49.0,90.0,2.0,1.0,160,132,517,10,9,0
50.0,71.428571,2.0,1.0,162,136,524,14,10,0
51.0,87.5,2.0,1.0,171,138,532,16,14,0
52.0,84.210526,2.0,1.0,177,140,559,19,16,0
53.0,90.47619,2.0,1.0,182,147,566,21,19,0
54.0,84.0,2.0,1.0,189,154,591,25,21,0
55.0,82.758621,2.0,1.0,194,155,612,29,24,0
56.0,81.818182,2.0,1.0,197,160,653,33,27,0
57.0,86.111111,2.0,1.064516,199,161,734,36,31,0
58.0,87.5,2.0,1.114286,199,162,739,40,35,1
59.0,88.636364,2.0,1.153846,200,162,740,44,39,2
60.0,87.5,2.108108,1.142857,201,163,740,48,42,3
61.0,90.196078,2.195122,1.173913,202,164,743,51,46,3
62.0,90.909091,2.266667,1.2,204,164,745,55,50,4
63.0,91.525424,2.25,1.222222,207,166,745,59,54,5
64.0,90.47619,2.307692,1.210526,211,170,746,63,57,6
65.0,92.424242,2.357143,1.229508,217,176,754,66,61,6
66.0,92.857143,2.4,1.246154,225,180,770,70,65,7
67.0,93.243243,2.380952,1.26087,227,184,782,74,69,8
68.0,92.307692,2.41791,1.25,234,188,792,78,72,9
69.0,93.82716,2.450704,1.263158,243,191,793,81,76,9
70.0,94.117647,2.48,1.275,246,193,824,85,80,10
71.0,94.382022,2.461538,1.285714,247,196,825,89,84,11
72.0,93.548387,2.487805,1.275862,247,199,826,93,87,12
73.0,94.791667,2.511628,1.285714,249,202,826,96,91,12
74.0,95.0,2.533333,1.294737,250,203,905,100,95,13
75.0,95.192308,2.516129,1.30303,252,205,905,104,99,14
76.0,94.444444,2.536082,1.294118,254,205,917,108,102,15
77.0,95.495495,2.554455,1.301887,255,206,917,111,106,15
78.0,95.652174,2.571429,1.309091,258,210,917,115,110,16
79.0,95.798319,2.555556,1.315789,265,213,933,119,114,17
80.0,95.901639,2.571429,1.307692,270,219,933,122,117,18
81.0,96.8,2.586207,1.31405,274,222,957,125,121,18
82.0,96.899225,2.6,1.32,279,225,971,129,125,19
83.0,96.240602,2.585366,1.3125,285,227,975,133,128,20
84.0,96.323529,2.598425,1.305344,290,233,980,136,131,20
85.0,97.122302,2.610687,1.311111,296,234,1020,139,135,20
86.0,97.202797,2.597015,1.316547,299,238,1023,143,139,21
87.0,97.260274,2.583942,1.309859,299,241,1028,146,142,22
