t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,9,2,5,0,0,0
7.0,0.0,0.0,0.0,16,6,37,0,0,0
8.0,0.0,0.0,0.0,27,11,62,0,0,0
9.0,0.0,0.0,0.0,35,19,110,0,0,0
10.0,0.0,0.0,0.0,40,24,132,0,0,0
11.0,0.0,0.0,0.0,44,29,156,0,0,0
12.0,0.0,0.0,0.0,50,34,174,0,0,0
13.0,0.0,0.0,0.0,50,34,198,0,0,0
14.0,0.0,0.0,0.0,50,34,198,0,0,0
15.0,0.0,0.0,0.0,50,34,198,0,0,0
16.0,0.0,0.0,0.0,50,34,198,0,0,0
17.0,0.0,0.0,0.0,50,34,198,0,0,0
18.0,0.0,0.0,0.0,51,34,198,0,0,0
19.0,0.0,0.0,0.0,52,35,198,0,0,0
20.0,0.0,0.0,0.0,58,40,198,0,0,0
21.0,0.0,0.0,0.0,61,46,219,0,0,0
22.0,0.0,0.0,0.0,66,54,223,0,0,0
23.0,0.0,0.0,0.0,72,59,250,0,0,0
24.0,0.0,0.0,0.0,84,65,265,0,0,0
25.0,0.0,0.0,0.0,91,70,281,0,0,0
26.0,0.0,0.0,0.0,93,75,316,0,0,0
27.0,0.0,0.0,0.0,97,78,357,0,0,0
28.0,0.0,0.0,0.0,99,81,382,0,0,0
29.0,0.0,0.0,0.0,100,82,401,0,0,0
30.0,0.0,0.0,0.0,100,82,413,0,0,0
31.0,0.0,0.0,0.0,101,82,413,0,0,0
32.0,0.0,0.0,0.0,102,82,413,0,0,0
33.0,0.0,0.0,0.0,103,82,413,0,0,0
34.0,0.0,0.0,0.0,105,85,413,0,0,0
35.0,0.0,0.0,0.0,110,90,425,0,0,0
36.0,0.0,0.0,0.0,113,94,458,0,0,0
37.0,0.0,0.0,0.0,119,101,465,0,0,0
38.0,0.0,0.0,0.0,126,107,494,0,0,0
39.0,0.0,0.0,0.0,133,111,506,0,0,0
40.0,0.0,0.0,0.0,142,119,519,0,0,0
41.0,0.0,0.0,0.0,145,123,578,0,0,0
42.0,0.0,0.0,0.0,148,124,600,0,0,0
43.0,0.0,0.0,0.0,149,126,616,0,0,0
44.0,0.0,0.0,0.0,150,130,624,0,0,0
45.0,0.0,0.0,0.0,150,131,637,0,0,0
46.0,0.0,0.0,0.0,152,131,646,2,0,0
47.0,16.666667,0.0,1.0,152,132,646,6,1,0
48.0,42.857143,2.0,1.0,153,133,654,7,3,0
49.0,54.545455,2.0,1.5,157,137,659,11,6,0
50.0,69.230769,2.0,1.555556,160,139,672,13,9,1
51.0,80.0,2.0,1.5,169,144,672,15,12,3
52.0,88.235294,2.0,1.533333,172,148,705,17,15,3
53.0,85.0,2.5,1.470588,176,153,707,20,17,4
54.0,86.363636,2.428571,1.421053,182,157,749,22,19,4
55.0,91.666667,2.375,1.409091,188,163,795,24,22,4
56.0,92.307692,2.333333,1.375,195,164,812,26,24,4
57.0,89.655172,2.380952,1.346154,199,168,822,29,26,4
58.0,90.322581,2.347826,1.321429,200,169,871,31,28,4
59.0,93.939394,2.32,1.322581,200,171,879,33,31,4
60.0,94.285714,2.296296,1.30303,202,173,881,35,33,4
61.0,92.105263,2.333333,1.285714,202,175,897,38,35,4
62.0,92.5,2.3125,1.27027,203,176,897,40,37,4
63.0,95.238095,2.294118,1.275,205,176,902,42,40,4
64.0,95.454545,2.277778,1.261905,209,180,904,44,42,4
65.0,93.617021,2.307692,1.25,217,185,919,47,44,4
66.0,93.877551,2.292683,1.23913,223,188,925,49,46,4
67.0,96.078431,2.27907,1.244898,225,193,929,51,49,4
68.0,96.226415,2.266667,1.235294,227,197,932,53,51,4
69.0,94.642857,2.291667,1.226415,232,204,998,56,53,4
70.0,94.827586,2.28,1.218182,240,206,1048,58,55,4
71.0,96.666667,2.269231,1.224138,247,208,1078,60,58,4
72.0,96.774194,2.259259,1.216667,249,209,1078,62,60,4
73.0,95.384615,2.280702,1.209677,250,215,1078,65,62,4
74.0,92.753623,2.271186,1.203125,251,216,1127,69,64,4
75.0,94.285714,2.262295,1.212121,251,217,1128,70,66,4
76.0,94.366197,2.258065,1.208955,253,218,1128,71,67,4
77.0,98.611111,2.28125,1.28169,254,221,1128,72,71,4
78.0,94.736842,2.276923,1.277778,256,225,1136,76,72,7
79.0,94.805195,2.272727,1.273973,264,228,1136,77,73,7
80.0,94.871795,2.268657,1.27027,267,234,1189,78,74,7
81.0,98.734177,2.264706,1.333333,274,236,1198,79,78,7
82.0,95.180723,2.26087,1.329114,277,242,1210,83,79,10
83.0,96.428571,2.257143,1.320988,280,243,1286,84,81,10
84.0,97.674419,2.25,1.333333,288,246,1288,86,84,10
85.0,96.590909,2.246575,1.329412,292,249,1340,88,85,10
86.0,95.555556,2.266667,1.325581,298,253,1369,90,86,11
