node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,51,96,21,1,2
1,leaf,60,70,21,111,2
2,backbone,96,205,21,0,3
3,backbone,42,279,21,0,7
4,leaf,41,158,21,0,4
5,leaf,37,198,20,0,5
6,backbone,41,316,21,0,8
7,leaf,40,195,20,0,5
8,leaf,38,117,21,0,3
9,leaf,103,182,21,105,3
10,leaf,33,72,20,0,2
11,backbone,42,157,20,17,4
12,leaf,39,196,20,0,5
13,leaf,39,199,20,0,5
14,backbone,41,201,21,0,5
15,leaf,91,223,20,139,4
16,leaf,21,40,21,0,1
17,leaf,39,196,20,0,5
18,backbone,115,269,19,1,5
19,backbone,41,161,21,0,4
20,backbone,62,114,21,3,2
21,leaf,44,116,21,20,3
22,leaf,41,162,21,0,4
23,leaf,39,195,20,0,5
24,backbone,73,227,21,5,5
25,leaf,34,71,20,0,2
26,leaf,41,276,21,0,7
27,leaf,40,280,20,0,7
28,leaf,40,115,20,0,3
29,leaf,54,130,21,24,3
30,leaf,38,79,20,0,2
31,leaf,53,116,21,63,3
32,leaf,144,196,8,0,0
33,leaf,33,37,21,0,1
34,leaf,40,120,20,0,3
35,leaf,39,116,21,0,3
36,leaf,38,76,21,0,2
37,leaf,39,119,21,11,3
38,backbone,40,199,20,0,5
39,leaf,38,161,20,0,4
40,backbone,59,257,20,0,6
41,leaf,35,79,20,0,2
42,backbone,58,252,20,0,6
43,leaf,40,198,20,0,5
44,backbone,44,246,20,0,6
45,backbone,40,153,20,0,4
46,leaf,37,73,20,0,2
47,leaf,40,121,20,0,3
48,leaf,41,158,21,0,4
49,leaf,38,107,20,0,3
