node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,39,72,20,0,2
1,leaf,25,58,20,1,2
2,leaf,143,199,12,0,0
3,leaf,21,109,20,0,4
4,leaf,24,171,20,0,6
5,leaf,20,96,20,0,3
6,leaf,23,90,21,0,3
7,backbone,43,140,21,0,5
8,leaf,21,32,20,0,1
9,leaf,130,232,20,0,4
10,leaf,23,33,21,0,1
11,leaf,33,68,21,0,2
12,backbone,34,123,21,0,4
13,leaf,27,114,21,0,4
14,leaf,23,167,20,0,6
15,leaf,138,211,19,0,3
16,leaf,20,22,20,0,1
17,leaf,22,117,21,0,4
18,backbone,136,217,15,1,4
19,backbone,38,143,21,0,5
20,backbone,39,82,21,0,2
21,leaf,21,26,21,0,1
22,leaf,22,128,21,0,4
23,leaf,32,75,20,0,3
24,backbone,82,172,20,0,5
25,leaf,33,56,21,0,2
26,backbone,31,120,20,0,4
27,backbone,40,191,20,0,7
28,leaf,23,107,20,0,4
29,leaf,64,75,20,3,2
