node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,43,83,20,1,2
1,leaf,79,74,20,34,2
2,leaf,140,208,12,0,0
3,leaf,40,161,20,0,4
4,leaf,40,245,20,0,6
5,leaf,41,123,21,0,3
6,leaf,35,112,20,0,3
7,backbone,41,203,21,0,5
8,leaf,31,35,20,0,1
9,backbone,118,262,18,12,3
10,leaf,31,37,20,0,1
11,backbone,56,68,21,15,2
12,backbone,42,163,21,0,4
13,backbone,38,152,21,0,4
14,leaf,41,237,21,0,6
15,leaf,137,209,21,24,2
16,leaf,22,38,20,0,1
17,leaf,43,159,22,0,4
18,leaf,126,242,12,0,0
19,backbone,39,197,20,0,5
20,backbone,45,105,21,0,2
21,leaf,71,36,21,69,1
22,leaf,39,158,20,0,4
23,backbone,35,106,20,0,3
24,backbone,126,243,15,1,4
25,backbone,37,71,21,0,2
26,backbone,40,146,20,0,4
27,backbone,41,278,20,0,7
28,leaf,41,161,20,0,4
29,leaf,135,125,20,37,1
