t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,1,0,0,0,0,0
6.0,0.0,0.0,0.0,12,3,5,0,0,0
7.0,0.0,0.0,0.0,20,8,42,0,0,0
8.0,0.0,0.0,0.0,35,14,71,0,0,0
9.0,0.0,0.0,0.0,43,24,125,0,0,0
10.0,0.0,0.0,0.0,48,31,146,0,0,0
11.0,0.0,0.0,0.0,53,38,169,0,0,0
12.0,0.0,0.0,0.0,60,45,190,0,0,0
13.0,0.0,0.0,0.0,60,45,214,0,0,0
14.0,0.0,0.0,0.0,60,45,214,0,0,0
15.0,0.0,0.0,0.0,60,45,214,0,0,0
16.0,0.0,0.0,0.0,60,45,214,0,0,0
17.0,0.0,0.0,0.0,60,45,214,0,0,0
18.0,0.0,0.0,0.0,60,46,214,0,0,0
19.0,0.0,0.0,0.0,63,48,214,0,0,0
20.0,0.0,0.0,0.0,66,52,224,0,0,0
21.0,0.0,0.0,0.0,79,56,237,0,0,0
22.0,0.0,0.0,0.0,86,68,237,0,0,0
23.0,0.0,0.0,0.0,93,77,283,0,0,0
24.0,0.0,0.0,0.0,103,85,314,0,0,0
25.0,0.0,0.0,0.0,108,92,345,0,0,0
26.0,0.0,0.0,0.0,112,98,404,0,0,0
27.0,0.0,0.0,0.0,116,101,428,0,0,0
28.0,0.0,0.0,0.0,120,104,428,0,0,0
29.0,0.0,0.0,0.0,120,104,454,0,0,0
30.0,0.0,0.0,0.0,120,104,454,0,0,0
31.0,0.0,0.0,0.0,120,104,454,0,0,0
32.0,0.0,0.0,0.0,121,105,454,0,0,0
33.0,0.0,0.0,0.0,122,106,466,0,0,0
34.0,0.0,0.0,0.0,127,107,469,0,0,0
35.0,0.0,0.0,0.0,133,112,469,0,0,0
36.0,0.0,0.0,0.0,136,116,490,0,0,0
37.0,0.0,0.0,0.0,150,123,490,0,0,0
38.0,0.0,0.0,0.0,155,135,520,0,0,0
39.0,0.0,0.0,0.0,166,144,641,0,0,0
40.0,0.0,0.0,0.0,174,149,682,0,0,0
41.0,0.0,0.0,0.0,176,152,732,0,0,0
42.0,0.0,0.0,0.0,177,158,767,0,0,0
43.0,0.0,0.0,0.0,179,162,817,0,0,0
44.0,0.0,0.0,0.0,180,162,823,0,0,0
45.0,0.0,0.0,0.0,180,164,823,0,0,0
46.0,0.0,0.0,0.0,182,164,843,2,0,0
47.0,0.0,0.0,0.0,183,166,843,6,0,0
48.0,0.0,0.0,0.0,186,166,862,10,0,0
49.0,58.333333,0.0,2.0,191,167,863,12,7,0
50.0,71.428571,2.0,1.9,197,172,864,14,10,2
51.0,87.5,2.0,1.928571,201,175,879,16,14,6
52.0,84.210526,2.0,1.8125,209,185,915,19,16,8
53.0,100.0,2.0,1.684211,221,197,960,19,19,8
54.0,95.0,2.0,1.684211,225,204,975,20,19,8
55.0,100.0,2.0,1.65,231,209,1035,20,20,8
56.0,90.909091,2.0,1.65,236,214,1069,22,20,9
57.0,100.0,2.0,1.590909,237,214,1096,22,22,9
58.0,95.652174,2.0,1.590909,239,216,1097,23,22,9
59.0,100.0,2.0,1.565217,241,221,1097,23,23,9
60.0,92.0,2.0,1.565217,241,222,1111,25,23,10
61.0,100.0,2.0,1.52,242,223,1111,25,25,10
62.0,96.153846,2.0,1.52,245,224,1113,26,25,10
63.0,100.0,2.0,1.5,250,229,1113,26,26,10
64.0,86.666667,2.0,1.5,253,231,1118,30,26,11
65.0,93.333333,2.0,1.464286,261,233,1121,30,28,11
66.0,96.774194,2.0,1.5,266,241,1174,31,30,11
67.0,100.0,2.0,1.483871,273,248,1193,31,31,11
68.0,88.571429,2.0,1.483871,282,255,1206,35,31,14
69.0,94.285714,2.0,1.454545,292,262,1262,35,33,14
70.0,97.222222,2.0,1.485714,293,269,1292,36,35,14
71.0,94.736842,2.0,1.472222,298,272,1311,38,36,14
72.0,85.714286,2.0,1.472222,299,274,1328,42,36,17
73.0,90.47619,2.0,1.447368,299,276,1331,42,38,17
74.0,97.674419,2.0,1.547619,300,277,1331,43,42,17
75.0,95.555556,2.0,1.534884,301,280,1331,45,43,19
76.0,87.755102,2.0,1.534884,306,287,1331,49,43,22
77.0,91.836735,2.0,1.511111,307,290,1366,49,45,22
78.0,98.0,2.0,1.591837,311,290,1366,50,49,22
79.0,100.0,2.0,1.58,319,295,1366,50,50,24
80.0,98.039216,2.0,1.58,323,299,1395,51,50,27
81.0,100.0,2.0,1.568627,328,305,1399,51,51,27
82.0,92.727273,2.0,1.568627,337,311,1410,55,51,27
83.0,98.181818,2.0,1.537037,341,314,1428,55,54,27
84.0,96.491228,2.0,1.545455,351,321,1432,57,55,27
85.0,100.0,2.0,1.526316,357,328,1457,57,57,27
86.0,95.0,2.0,1.526316,358,334,1486,60,57,28
87.0,98.333333,2.0,1.508475,358,334,1563,60,59,28
