node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,129,168,20,5,2
1,backbone,30,73,20,0,3
2,leaf,26,158,20,0,6
3,leaf,22,172,21,0,6
4,leaf,142,201,6,0,0
5,leaf,20,71,20,0,2
6,leaf,57,249,21,0,6
7,leaf,32,50,20,0,2
8,leaf,26,93,21,0,3
9,leaf,143,200,10,0,0
10,leaf,32,73,21,1,3
11,leaf,128,236,14,0,5
12,leaf,20,40,20,0,1
13,backbone,37,78,20,0,2
14,backbone,42,109,21,1,4
15,leaf,80,102,21,133,1
16,backbone,96,284,20,0,9
17,leaf,21,96,20,0,3
18,backbone,40,96,21,0,3
19,leaf,22,29,20,0,1
20,leaf,35,52,20,0,2
21,backbone,39,73,20,0,2
22,backbone,30,67,21,0,2
23,backbone,131,229,18,1,5
24,leaf,56,129,21,1,2
25,backbone,41,127,20,0,4
26,backbone,70,169,20,0,5
27,leaf,23,161,20,0,6
28,leaf,36,78,20,45,2
29,leaf,24,81,20,1,3
30,leaf,21,21,21,0,1
31,backbone,25,94,20,0,3
32,leaf,21,24,20,0,1
33,backbone,37,70,21,0,2
34,leaf,22,162,21,0,6
35,leaf,20,32,20,0,1
36,backbone,54,115,21,47,3
37,backbone,39,111,20,0,3
38,leaf,22,172,21,0,6
39,backbone,126,243,18,0,5
40,leaf,30,71,20,0,3
41,leaf,48,237,21,1,6
42,leaf,31,119,20,0,4
43,backbone,39,238,20,0,9
44,backbone,30,62,21,0,2
45,leaf,24,56,20,0,2
46,backbone,37,78,20,0,2
47,leaf,20,31,20,0,1
48,leaf,42,147,21,0,4
49,leaf,105,209,20,8,4
