node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,65,103,20,1,2
1,leaf,73,80,21,3,2
2,leaf,139,210,13,0,0
3,leaf,40,161,20,0,4
4,leaf,40,241,20,0,6
5,leaf,41,120,21,0,3
6,leaf,37,113,20,0,3
7,backbone,45,208,20,0,5
8,leaf,27,37,20,0,1
9,backbone,127,240,18,3,3
10,leaf,31,32,21,0,1
11,backbone,52,73,20,2,2
12,backbone,63,188,20,0,4
13,leaf,37,157,20,0,4
14,leaf,40,241,20,0,6
15,leaf,135,220,18,0,2
16,leaf,20,40,20,0,1
17,leaf,41,160,20,0,4
18,leaf,128,236,13,0,4
19,backbone,41,198,21,0,5
20,backbone,54,112,21,10,2
21,leaf,30,35,21,7,1
22,leaf,40,160,21,0,4
23,leaf,37,103,20,0,3
24,backbone,126,241,15,0,4
25,backbone,32,70,20,0,2
26,leaf,39,152,20,0,4
27,backbone,42,279,21,0,7
28,leaf,40,161,20,0,4
29,leaf,85,98,21,3,1
