node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,70,106,21,0,2
1,leaf,75,104,20,11,2
2,leaf,142,202,12,0,0
3,leaf,21,111,20,0,4
4,leaf,24,164,20,0,6
5,leaf,20,90,20,0,3
6,leaf,22,77,21,0,3
7,backbone,35,143,20,0,5
8,leaf,22,25,21,0,1
9,leaf,120,244,20,2,3
10,leaf,22,28,20,0,1
11,backbone,35,66,20,1,2
12,backbone,37,115,20,0,4
13,leaf,23,102,20,0,4
14,leaf,24,159,21,0,6
15,leaf,136,216,19,2,2
16,leaf,20,20,20,0,1
17,leaf,21,112,20,0,4
18,backbone,135,220,13,0,1
19,backbone,29,139,21,0,5
20,backbone,76,123,21,0,2
21,leaf,79,29,21,57,1
22,leaf,22,117,21,0,4
23,leaf,25,73,20,0,3
24,backbone,132,226,20,2,4
25,leaf,28,55,21,0,2
26,backbone,29,99,20,0,4
27,backbone,41,175,21,0,7
28,leaf,23,109,20,0,4
29,leaf,140,136,21,23,1
